Source Category Code,Source category name,Source subcategory,Source subcategory name,Agency code,Agency name,Bureau code,Bureau name,Account code,Account name,Treasury Agency code,On- or off-budget,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,TQ,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
936,Customs Duties,00,Custom Duties and Fees,015,Department of the Treasury,00,Department of the Treasury,520910,"30 Percent of Customs Duties, Funds for Strengthening Markets, Income and Supply (section 32]",20,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,535,453","3,751,090","4,147,762","4,469,803","4,732,530","5,059,084","5,174,057","4,918,473","5,281,631","5,701,400","6,106,321","6,119,000","5,732,000","5,742,000","5,707,000","5,680,000","6,140,000","5,923,000","5,787,000","6,062,000","6,303,000","6,946,000","7,349,000","7,887,000",0,0,0,0,0,0,0,0,0,0,0,0,0
936,Customs Duties,00,Custom Duties and Fees,015,Department of the Treasury,00,Department of the Treasury,521000,"70% Customs Duties on Wool, Reimbursement for Costs of National Wool Act",20,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"93,575",0,"109,365","122,689","152,130",0,"93,485","104,407","172,240","191,115","179,305","211,000","107,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,Customs Duties,00,Custom Duties and Fees,024,Department of Homeland Security,00,Department of Homeland Security,553310,Wool Manufacturers Trust Fund,70,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,000","17,000","17,000","17,000","17,000","9,000","16,000","17,000","17,000","16,000","16,000","17,000","18,000","18,000","18,000","19,000"
936,Customs Duties,00,Custom Duties and Fees,024,Department of Homeland Security,00,Department of Homeland Security,554410,"Transfers from the General Fund of Amounts Equal to Certain Customs Duties, Pima Cotton Trust Fund",70,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,000","16,000",0,0,0,0,0,0,0,0,0,0,0,0
936,Customs Duties,00,Custom Duties and Fees,024,Department of Homeland Security,00,Department of Homeland Security,814750,"Customs Duties, Aquatic Resources Trust Fund",70,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"46,722",0,"27,996","26,930","24,187","24,853","27,000","32,000","31,000","60,000","26,000","34,000","34,000","35,000","35,000","40,000","41,000","40,000","47,000","42,000","34,000","36,000","38,000","41,000","46,000","49,000","53,000","60,000","64,000","68,000","71,000","75,000"
936,Customs Duties,00,Custom Duties and Fees,202,Corps of Engineers--Civil Works,00,Corps of Engineers--Civil Works,886310,"User Fees, Harbor Maintenance Trust Fund",96,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"53,000","144,001","166,000","180,493","374,420","505,827","628,463","622,253","671,000","698,000","736,000","622,000","553,000","678,000","722,000","653,000","758,000","870,000","1,048,000","1,207,000","1,262,000","1,467,000","1,125,000","1,222,000","1,469,000","1,540,000","1,523,000","1,510,000","1,608,000","1,656,000","1,720,000","1,768,000","1,798,000","1,828,000"
936,Customs Duties,00,Custom Duties and Fees,901,Governmental Receipts,00,Governmental Receipts,031000,Other Federal Fund Customs Duties,70,On-budget,"1,141,887","1,205,363","1,251,863","1,442,345","1,766,543","1,900,716","2,038,238","2,318,962","2,430,215","2,591,406","3,286,906","3,187,980","3,334,139","3,675,532","4,074,176","1,212,173","5,150,151","6,572,718","7,438,533","7,173,836","8,022,808","8,824,093","8,624,732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,Customs Duties,00,Custom Duties and Fees,901,Governmental Receipts,00,Governmental Receipts,031050,Other Federal Fund Customs Duties,99,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,711,016","8,297,477","9,036,087","9,776,239","10,340,170","11,018,923","11,217,101","10,480,125","11,327,081","12,208,641","13,112,013","12,220,000","12,054,000","11,370,000","11,860,000","12,007,000","13,013,000","12,643,000","12,080,000","12,958,000","13,817,000","15,293,000","16,150,000","16,730,000","17,027,000","13,663,000","15,637,000","18,221,000","19,464,000","20,639,000","22,122,000","24,666,000","26,017,000","29,207,000","31,964,000","34,207,000","36,312,000"
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,001,Legislative Branch,25,Library of Congress,517510,"Fees from Jukebox, Satellite and Cable Television for Operating Costs, Copyright Office",03,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"90,999","103,833","90,512","69,315","281,528","223,416","192,839","175,134","189,421","201,376","193,771","179,000","198,000","199,000","217,000","215,000","183,000","190,000","207,000","200,000","213,000","214,000","227,000","234,000","250,000","262,000","5,000","6,000","5,000","5,000","5,000","5,000","5,000","6,000","6,000","6,000","7,000"
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,001,Legislative Branch,40,United States Tax Court,502310,"Fees for Independent Counsel, Tax Court Independent Counsel, U.S. Tax Court",23,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,11,6,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,002,Judicial Branch,00,Judicial Branch,504000,Referees' Salary and Expense Fund,10,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,047","-58,973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,002,Judicial Branch,00,Judicial Branch,510010,"Filing Fees, U.S. Courts, Judiciary",10,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21,270","33,393","47,941","46,930","48,055","59,469","57,000","84,000","97,000","66,000","107,000","106,000","174,000","200,000","202,000","248,000","275,000","221,000","189,000","224,000","289,000","318,000","276,000","257,000","242,000","234,000","204,000","199,000","236,000","246,000","257,000","261,000"
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,002,Judicial Branch,00,Judicial Branch,510110,"Fees, Registry Administration, Judiciary",10,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,230","5,302","1,886",619,937,"3,452","4,000","6,000","6,000","2,000","3,000","4,000","-1,000","5,000","2,000","2,000","4,000","9,000","11,000","6,000","2,000","1,000",0,"1,000","1,000",0,"1,000","1,000","1,000","1,000","2,000","2,000"
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,005,Department of Agriculture,00,Department of Agriculture,507010,"License Fees and Defaults, Perishable Agricultural Commodities Act Fund",12,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,906","3,403","3,288","3,834","5,676","5,569","5,492","5,950","7,875","7,378","7,521","8,000","10,000","9,000","8,000","8,000","7,000","38,000","9,000","6,000","7,000","7,000","7,000","7,000","6,000","7,000","7,000","10,000","12,000","11,000","12,000","12,000","12,000","12,000","12,000","12,000","12,000"
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,005,Department of Agriculture,00,Department of Agriculture,516110,"1990 Food, Agricultural Quarantine Inspection Fees",12,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,075","105,448","133,257","125,184","124,000","36,000","115,000","152,000","172,000","234,000","265,000","231,000","231,000","258,000","338,000","418,000","472,000","541,000","494,000","507,000","535,000","548,000","577,000","603,000","614,000","748,000","774,000","787,000","800,000","814,000"
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,006,Department of Commerce,00,Department of Commerce,510210,"Fees, North Pacific Fisher Observer Fund",13,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,000","-5,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,006,Department of Commerce,00,Department of Commerce,511910,"Fees, Fishing Vessel and Gear Damage Compensation Fund",13,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,398",19,73,53,58,21,431,52,48,45,46,0,0,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,006,Department of Commerce,00,Department of Commerce,512010,"Fees, Fishermen's Contingency Fund",13,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,756,"1,492","1,541","1,108",70,157,903,"1,802",127,-1,0,0,0,0,0,0,"1,000",0,0,0,0,0,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,006,Department of Commerce,00,Department of Commerce,512210,"Fees, Foreign Fishing Observer's Fund",13,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,802","5,107","3,099","2,360","2,456",330,"2,082",493,-249,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,006,Department of Commerce,00,Department of Commerce,528410,"Permit Title Registration Fees, Limited Access System Administration Fund",13,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,000","3,000","4,000","3,000","3,000","8,000","7,000","10,000","6,000","4,000","12,000","10,000","7,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000"
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,006,Department of Commerce,00,Department of Commerce,543910,"Access Fees, Western Pacific Sustainable Fisheries Fund",13,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000","1,000","1,000","1,000","1,000",0,"1,000","1,000","1,000","1,000","1,000","1,000"
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,006,Department of Commerce,00,Department of Commerce,559810,"Fees, North Pacific Fishery Observer Fund",13,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,000","4,000","4,000","4,000","4,000","4,000","4,000"
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,007,Department of Defense--Military Programs,00,Department of Defense--Military Programs,010921,"Federal tax withheld from payments to non-resident aliens, Army",21,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,43,-2,-95,0,0,0,0,0,53,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,007,Department of Defense--Military Programs,00,Department of Defense--Military Programs,010957,"Federal tax withheld from payments to non-resident aliens, Air Force",57,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-24,0,0,29,-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,007,Department of Defense--Military Programs,00,Department of Defense--Military Programs,019917,"Miscellaneous taxes, not otherwise classified, Navy",17,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,367,24,29,-362,4,18,111,6,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,007,Department of Defense--Military Programs,00,Department of Defense--Military Programs,833700,"Contributions, Host National Support for U.S. Relocation Activities",97,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,000","7,000","12,000","9,000","13,000","46,000","12,000","34,000","4,000","53,000","70,000","55,000","100,000","183,000","92,000","117,000","118,000","120,000","121,000","123,000","124,000"
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,007,Department of Defense--Military Programs,00,Department of Defense--Military Programs,835810,"Contributions from Japan, Support for U.S. Relocation to Guam Activities",97,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"336,000","498,000",0,0,"114,000","10,000","186,000","8,000","424,000","400,000","467,000","445,000"
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,009,Department of Health and Human Services,00,Department of Health and Human Services,010900,Federal tax withheld from payments to non-resident aliens,75,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56,91,-94,51,"1,183",117,"-1,153",-44,125,"1,130","-1,426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,009,Department of Health and Human Services,00,Department of Health and Human Services,573310,"Receipts, Risk Adjustment Program",75,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,679,000","5,641,000","7,102,000","8,835,000","10,136,000","10,017,000"
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,009,Department of Health and Human Services,00,Department of Health and Human Services,573410,"Deposits, Collections for Child Support",75,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,349,472,401,303,170,189,238,203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,009,Department of Health and Human Services,00,Department of Health and Human Services,573510,"Contributions, Transitional Reinsurance Program",75,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,020,000","6,025,000","4,025,000",0,0,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,009,Department of Health and Human Services,00,Department of Health and Human Services,800549,"FHI Trust Fund, Civil Penalties and Damages",75,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"89,000","103,000","69,000","147,000","453,000","330,000","233,000","354,000","351,000","297,000","211,000","560,000","482,000","612,000","578,000","602,000","1,364,000","807,000","1,033,000","1,134,000","1,235,000","1,295,000","1,336,000","1,376,000"
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,010,Department of the Interior,00,Department of the Interior,501510,Coal mining reclamation fees,14,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"214,897","223,292","216,862","213,994","228,261","234,494","242,304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,010,Department of the Interior,00,Department of the Interior,501560,"Abandoned Mine Reclamation Fund, Reclamation Fees",14,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"242,899","241,106","237,555","243,549","247,000","256,000","266,000","272,000","276,000","274,000","284,000","287,000","282,000","287,000","293,000","303,000","305,000","286,000","273,000","252,000","260,000","250,000","214,000","203,000","209,000","247,000","252,000","258,000","260,000","261,000"
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,010,Department of the Interior,00,Department of the Interior,506310,"Civil Penalties, Office of Surface Mining Reclamation and Enforcement",14,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717,780,785,568,475,267,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000",0,"1,000",0,0,0,0,0,0,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,010,Department of the Interior,00,Department of the Interior,511110,Hardrock Reclamation Fees,14,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"200,000","200,000","200,000","200,000"
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,010,Department of the Interior,00,Department of the Interior,513700,Migratory bird hunting stamps,14,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,999","14,535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,010,Department of the Interior,00,Department of the Interior,513710,Migratory Bird Hunting Stamps,14,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,357","11,786","17,102","14,822","20,776","16,032","21,721","22,465","18,393","22,000","22,000","23,000","25,000","25,000","25,000","25,000","24,000","25,000","22,000","24,000","23,000","23,000","22,000","23,000","24,000","23,000","22,000","24,000","24,000","29,000","36,000","36,000","36,000","36,000","36,000"
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,010,Department of the Interior,00,Department of the Interior,514110,"National Indian Gaming Commission, Gaming Activity Fees",14,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,000","9,000","8,000","7,000","8,000","11,000","10,000","10,000","13,000","15,000","16,000","13,000","17,000","19,000","22,000","16,000","18,000","19,000","19,000","19,000","20,000","20,000"
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,010,Department of the Interior,00,Department of the Interior,524100,"Fines, Penalties, and Forfeitures from Migratory Bird Treaty Act, North American Wetlands Conservation Fund",14,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,000",10,13,0,0,0,0,"1,000","1,000","1,000","1,000",0,"1,000","8,000",0,"5,000","1,000","6,000","1,000","1,000","1,000","21,000","21,000","21,000","13,000","13,000","17,000","1,000","1,000"
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,010,Department of the Interior,00,Department of the Interior,836531,"Indian Tribal Funds, Fines, Penalties, and Forfeitures, (including George C. Edgeter, Contributions for Advancement)",14,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,580",549,382,339,626,"1,115",570,"3,764","2,042","3,108","4,000","3,000","1,000","1,000","5,000","2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,011,Department of Justice,00,Department of Justice,083400,Breached bond penalties,15,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,000","8,000","8,000","8,000","8,000","8,000","8,000","8,000","8,000","8,000","8,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,011,Department of Justice,00,Department of Justice,085400,"Registration Fees, DEA",15,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,000","15,000","15,000","15,000","16,000","15,000","16,000","16,000","16,000","16,000","16,000","16,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000"
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,011,Department of Justice,00,Department of Justice,104000,"Fines, Penalties, and Forfeitures, Customs, Commerce, and Antitrust Laws",15,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,848,000",0,0,0,0,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,011,Department of Justice,00,Department of Justice,504110,"Fines, Penalties, and Forfeitures, Crime Victims Fund",15,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"60,919","59,220","77,446","93,559","133,540","146,227","127,968","221,609","143,798","184,446","234,000","529,000","363,000","324,000","985,000","777,000","544,000","519,000","361,000","834,000","668,000","650,000","1,018,000","896,000","1,746,000","2,362,000","1,998,000","2,796,000","1,490,000","3,591,000","2,500,000","2,500,000","2,500,000","2,500,000","2,500,000","2,500,000"
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,011,Department of Justice,00,Department of Justice,504210,"Forfeited Cash and Proceeds from the Sale of Forfeited Property, Assets Forfeiture Fund",15,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"160,129","207,309","575,862","451,075","630,800","515,330","531,006","489,313","454,000","304,000","388,000","408,000","558,000","446,000","386,000","393,000","494,000","527,000","556,000","1,086,000","1,478,000","1,247,000","1,393,000","1,596,000","1,680,000","4,209,000","2,050,000","4,468,000","1,376,000","1,446,000","1,351,000","1,350,000","1,350,000","1,345,000"
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,011,Department of Justice,00,Department of Justice,507310,"Fees for bankruptcy oversight, U.S. trustees system",15,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,347","40,547","57,232","66,617","65,792","85,538","54,896","53,593","62,000","63,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,011,Department of Justice,00,Department of Justice,508610,"Immigration Legalization, Justice",15,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"97,994","189,279","63,889","58,322","17,393","3,881","2,284","1,304","1,000","1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,011,Department of Justice,00,Department of Justice,508700,"Immigration User Fee, Justice (Governmental Receipt)",15,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39,304","91,707","108,456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,011,Department of Justice,00,Department of Justice,508800,"Immigration examinations fee, TCJ (Governmental Reciept)",15,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"140,939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,012,Department of Labor,00,Department of Labor,813010,"Longshoremen's and Harbor Workers Compensation Act, Receipts, Special Workers'",16,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40,266","50,752","54,133","57,243","62,432","71,423","93,135","94,350","97,752","103,071","114,675","129,000","116,000","112,000","116,000","133,000","134,000","132,000","136,000","133,000","141,000","135,000","132,000","128,000","121,000","134,000","134,000","121,000","124,000","124,000","122,000","140,000","140,000","140,000","140,000","140,000","140,000"
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,012,Department of Labor,00,Department of Labor,813410,"Workmen's Compensation Act within District of Columbia, Receipts, Special Workers'",16,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,163","9,368","11,070","15,862","6,758","11,953","12,607","12,346","9,447","10,800","8,702","14,000","11,000","11,000","11,000","10,000","12,000","12,000","12,000","10,000","11,000","11,000","11,000","11,000","9,000","11,000","11,000","6,000","8,000","13,000","5,000","9,000","9,000","9,000","9,000","9,000","9,000"
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,014,Department of State,00,Department of State,083000,"Immigration, Passport, and Consular Fees",20,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"247,147","276,410","236,324","306,830","400,603","246,984","223,968","186,818","288,643","329,930","385,695","411,000","419,000","465,000","491,000","501,000","522,000","535,000","524,000","642,000","556,000","911,000","861,000","1,067,000","738,000","681,000","773,000","787,000","688,000","650,000","700,000","691,000","705,000","718,000","732,000","746,000","761,000"
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,010900,Federal tax withheld from payments to non-resident aliens,20,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"66,304","94,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,019900,"Miscellaneous Taxes, not Otherwise Classified",20,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,058","15,527","15,851","15,933","17,337","15,782","14,950","59,475",0,0,1,0,0,0,0,"-4,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,015,Department of the Treasury,00,Department of the Treasury,040100,"Proceeds from Exercise of Warrants, Air Transportation Stabilization Board",20,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,000",0,0,0,0,0,0,0,0,0,0,0,0,0
