Agency Code,Agency Name,Bureau Code,Bureau Name,Account Code,Account Name,Treasury Agency Code,Subfunction Code,Subfunction Title,BEA Category,Grant/non-grant split,On- or Off- Budget,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,TQ,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
015,Department of the Treasury,12,Fiscal Service,1884,Federal Reserve Bank Reimbursement Fund,20,803,Central fiscal operations,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"36,000","132,000","83,000","145,000","93,000","179,000","185,000","229,000","276,000","289,000","311,000","304,000","308,000","320,000","344,000","378,000","409,000","396,000","403,000","407,000","411,000","415,000","419,000"
015,Department of the Treasury,12,Fiscal Service,1887,Payment to the Santee Sioux Tribe Development Trust Fund,20,452,Area and regional development,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,000",0,0,0,0,0,0
015,Department of the Treasury,12,Fiscal Service,1888,Payment to the Yankton Sioux Tribe Development Trust Fund,20,452,Area and regional development,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33,000",0,0,0,0,0,0
015,Department of the Treasury,12,Fiscal Service,1895,"Claims, Judgments, and Relief Acts",20,808,Other general government,Mandatory,Nongrant,On-budget,"43,141","26,248","31,896","74,424","38,895","48,562","58,490","62,294","52,677","109,463","64,960","86,835","110,899","179,332","141,698","11,189","153,278","198,306","236,413","438,167","501,518","284,718","562,806","235,516","313,924","277,105","360,742","1,408,942","509,871","484,867","460,282","791,598","519,425","503,834","1,104,000","509,000","1,035,000","678,000","1,827,000","1,815,000","1,416,000","1,822,000","1,084,000","802,000","1,074,000","686,000","1,184,000","791,000","2,293,000","1,059,000","2,382,000","3,005,000","5,533,000","2,927,000","816,000","816,000","816,000","816,000","816,000","816,000"
015,Department of the Treasury,12,Fiscal Service,4109,Check Forgery Insurance Fund,20,803,Central fiscal operations,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,8,10,1,10,7,11,42,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
015,Department of the Treasury,12,Fiscal Service,4109,Check Forgery Insurance Fund,20,803,Central fiscal operations,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,000","3,000","3,000",0,"1,000","3,000","2,000","1,000","3,000","1,000","3,000",0,"2,000","1,000","1,000","1,000","1,000",0,0,0,0,0,0
015,Department of the Treasury,12,Fiscal Service,5688,Continued Dumping and Subsidy Offset,20,376,Other advancement of commerce,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"231,000","333,000","214,000","296,000","226,000","381,000","265,000","226,000","259,000","126,000","418,000","127,000","62,000","65,000","50,000","50,000","50,000","50,000","50,000"
015,Department of the Treasury,12,Fiscal Service,5816,Confiscated and Vested Iraqi Property and Assets,20,151,International development and humanitarian assistance,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"192,000","18,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
015,Department of the Treasury,12,Fiscal Service,8209,Cheyenne River Sioux Tribe Terrestrial Wildlife Habitat Restoration Trust Fund,20,306,Other natural resources,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,000","3,000","1,000","2,000","4,000","3,000","1,000","1,000","1,000","1,000","1,000"
015,Department of the Treasury,12,Fiscal Service,8620,Cheyenne River Sioux Tribal Recovery Trust Fund,20,452,Area and regional development,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"436,000",0,0,0,0,0,0,0,0
015,Department of the Treasury,12,Fiscal Service,8625,Gulf Coast Restoration Trust Fund,20,452,Area and regional development,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-7,000","-7,000","-7,000","-7,000","-7,000"
015,Department of the Treasury,12,Fiscal Service,8625,Gulf Coast Restoration Trust Fund,20,452,Area and regional development,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"621,000","7,000",0,0,0
015,Department of the Treasury,12,Fiscal Service,8625,Gulf Coast Restoration Trust Fund,20,452,Area and regional development,Mandatory,Grant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000","133,000","5,000",0,0,0,0
015,Department of the Treasury,12,Fiscal Service,8626,Santee Sioux Tribe Development Trust Fund,20,452,Area and regional development,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,000",0,0,0,0,0,0
015,Department of the Treasury,12,Fiscal Service,8627,Yankton Sioux Tribe Development Trust Fund,20,452,Area and regional development,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30,000","2,000",0,0,0,0,0
015,Department of the Treasury,12,Fiscal Service,8865,Rebate of Saint Lawrence seaway tolls,20,808,Other general government,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,998","9,037","11,164","9,177","8,394","9,769","8,779","11,051","2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
015,Department of the Treasury,12,Fiscal Service,9971,Miscellaneous trust funds,20,705,Other veterans benefits and services,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-7,-7,0,-259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
015,Department of the Treasury,12,Fiscal Service,9971,Miscellaneous trust funds,20,808,Other general government,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,21,19,20,36,19,21,24,18,18,24,18,18,18,18,18,18,58,67,239,18,18,21,60,39,53,138,38,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
015,Department of the Treasury,13,Alcohol and Tobacco Tax and Trade Bureau,1008,Salaries and Expenses,20,751,Federal law enforcement activities,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,"5,982","6,731","8,098","8,782","2,330","10,025","10,941","11,201","12,445","12,512","11,724","12,100","13,516","14,418","14,197","15,250","18,170","20,248","21,787","25,637","28,702","32,123","32,672","33,000","39,000","40,000","40,000","47,000","47,000","57,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
015,Department of the Treasury,13,Alcohol and Tobacco Tax and Trade Bureau,1008,Salaries and Expenses,20,803,Central fiscal operations,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"67,000","78,000","69,000","85,000","91,000","90,000","93,000","96,000","99,000","101,000","103,000","96,000","96,000","97,000","105,000","107,000","109,000","111,000","112,000"
015,Department of the Treasury,13,Alcohol and Tobacco Tax and Trade Bureau,5737,Internal Revenue Collections for Puerto Rico,20,806,General purpose fiscal assistance,Mandatory,Grant,On-budget,"29,777","44,780","44,962","42,941","51,764","59,334","66,160","80,238","85,166","84,911","101,493","109,467","101,484","121,519","139,035","28,907","157,089","187,568","212,543","216,574","239,917","245,069","316,419","365,142","335,501","205,294","224,671","210,035","308,188","277,052","272,016","270,810","197,472","200,670","206,000","221,000","205,000","230,000","235,000","297,000","334,000","341,000","357,000","336,000","421,000","360,000","462,000","373,000","473,000","378,000","452,000","376,000","349,000","303,000","391,000","344,000","314,000","323,000","335,000","349,000"
015,Department of the Treasury,20,Bureau of Engraving and Printing,4502,Bureau of Engraving and Printing Fund,20,803,Central fiscal operations,Discretionary,Nongrant,On-budget,625,"-2,229",401,"1,178",287,"3,037","2,061",396,-142,970,"1,166","-1,270","1,519","-4,357","4,371",578,"-3,735","-3,361","-11,351","4,544","-1,311",-651,"-11,653","-16,880","-34,609","-33,466","-40,529","-29,756","-3,104","46,662","48,901","-35,217","-28,951","-28,614","-20,000","20,000","12,000","45,000","-40,000","-60,000","3,000","101,000","-41,000","6,000","-13,000","17,000","-11,000","22,000","20,000","-15,000","21,000","13,000","36,000","-53,000","50,000","55,000",0,0,0,0
015,Department of the Treasury,25,United States Mint,1616,Salaries and expenses,20,803,Central fiscal operations,Discretionary,Nongrant,On-budget,"7,311","7,534","9,164","15,346","25,634","33,439","29,249","21,222","22,011","19,198","31,440","22,535","22,235","35,421","42,235","9,381","39,735","40,002","40,824","51,630","57,098","45,602","44,077","40,564","42,464","35,955","19,392","35,632","38,791","46,023","50,105","53,910","37,858","55,952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
015,Department of the Treasury,25,United States Mint,4159,United States Mint Public Enterprise Fund,20,803,Central fiscal operations,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"56,000","-31,000","17,000","-96,000","20,000","-157,000","-40,000","-63,000","-25,000","-33,000","-2,000","-31,000","-73,000","-63,000","-161,000","85,000","-472,000","-289,000","209,000","-90,000","-17,000","-1,000","-4,000","-4,000","-3,000","-2,000"
015,Department of the Treasury,25,United States Mint,4159,United States Mint Public Enterprise Fund,20,803,Central fiscal operations,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,367",575,"1,888","2,465","3,086","2,375","3,832","3,910","93,802","39,629","18,430","124,531","50,148","43,728","22,971","3,265","37,897","54,498","-27,742","41,523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
015,Department of the Treasury,25,United States Mint,9911,Expansion and improvements,20,803,Central fiscal operations,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,832",93,142,0,0,0,25,"1,021","2,963",274,"5,263","4,652","1,077",138,196,"1,195","1,447",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
015,Department of the Treasury,45,Internal Revenue Service,0904,"Refunding Internal Revenue Collections, Interest",20,908,Other interest,Net interest,Nongrant,On-budget,"67,806","73,857","88,409","77,237","103,696","120,094","120,288","119,841","112,671","131,768","182,393","175,437","220,243","235,628","295,135","102,090","318,048","316,937","357,977","502,409","1,046,322","1,788,871","1,953,820","1,301,370","1,749,533","1,813,836","1,941,323","1,681,223","1,777,039","2,328,609","2,821,022","3,253,270","2,127,457","3,068,284","2,655,000","2,172,000","2,341,000","2,599,000","2,724,000","2,684,000","2,726,000","4,208,000","3,316,000","5,118,000","6,112,000","4,172,000","3,282,000","4,487,000","2,418,000","2,177,000","2,455,000","2,680,000","2,803,000","1,038,000","1,509,000","2,024,000","2,853,000","3,497,000","3,638,000","3,779,000"
015,Department of the Treasury,45,Internal Revenue Service,0905,Payment Where Recovery Rebate Exceeds Liability for Tax,20,609,Other income security,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,868,000","2,024,000","81,000","-269,000",0,0,0,0,0,0,0,0,0
015,Department of the Treasury,45,Internal Revenue Service,0905,Payment Where Recovery Rebate Exceeds Liability for Tax,20,609,Other income security,Mandatory,Grant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,413,000",0,0,0,0,0,0,0,0,0,0,0,0
015,Department of the Treasury,45,Internal Revenue Service,0906,Payment Where Earned Income Credit Exceeds Liability for Tax,20,609,Other income security,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"808,425","85,773","900,882","880,890","772,673","1,275,231","1,317,980","1,201,494","1,213,292","1,192,901","1,099,776","1,414,990","1,409,932","2,697,587","4,002,029","4,354,072","4,884,669","7,344,885","8,780,787","10,949,827","15,244,000","19,159,000","21,856,000","23,239,000","25,632,000","26,099,000","26,123,000","27,826,000","31,961,000","33,134,000","34,559,000","36,166,000","38,274,000","40,600,000","42,418,000","54,712,000","55,652,000","54,890,000","57,513,000","60,087,000","60,105,000","60,402,000","67,880,000","68,658,000","70,551,000","72,445,000"
015,Department of the Treasury,45,Internal Revenue Service,0907,Payment where energy credit exceeds liability for tax,20,271,Energy supply,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,337",277,-215,-122,-6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
015,Department of the Treasury,45,Internal Revenue Service,0908,Payment in Lieu of Tax Credits for Promise Zones,20,452,Area and regional development,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,000","28,000","29,000","31,000","32,000"
015,Department of the Treasury,45,Internal Revenue Service,0912,Taxpayer Services,20,803,Central fiscal operations,Discretionary,Nongrant,On-budget,"443,134","497,273","560,196","177,029","175,942","190,069","198,454","208,572","238,195","252,656","477,117","547,740","621,791","773,921","827,881","183,755","906,137","786,104","866,508","948,713","977,550","926,565","1,021,006","966,005","1,147,427","1,292,505","1,423,875","1,770,448","1,795,494","1,854,886","1,807,105","1,813,041","1,808,985","1,809,928","1,756,000","1,666,000","1,806,000","2,690,000","3,124,000","3,317,000","3,531,000","3,952,000","3,885,000","4,089,000","3,949,000","3,993,000","2,297,000","2,319,000","2,294,000","2,282,000","2,412,000","2,398,000","2,413,000","2,312,000","2,208,000","2,435,000","2,449,000","2,498,000","2,523,000","2,549,000"
015,Department of the Treasury,45,Internal Revenue Service,0912,Taxpayer Services,20,803,Central fiscal operations,Discretionary,Grant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
015,Department of the Treasury,45,Internal Revenue Service,0912,Taxpayer Services,20,803,Central fiscal operations,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37,000","5,000","46,000",0,"78,000","7,000","21,000","18,000","61,000",0,0,0,"65,000","23,000","123,000","121,000",0,0,0,0,0,0,0,0,0,0
015,Department of the Treasury,45,Internal Revenue Service,0913,Enforcement,20,751,Federal law enforcement activities,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"364,000","366,000","377,000","346,000","391,000","423,000","741,000","473,000","531,000","524,000","575,000","615,000","650,000","638,000","649,000","618,000","584,000","606,000","697,000","817,000","891,000","962,000","1,033,000"
015,Department of the Treasury,45,Internal Revenue Service,0913,Enforcement,20,803,Central fiscal operations,Discretionary,Nongrant,On-budget,0,0,0,"409,598","435,225","471,940","497,326","537,252","631,808","698,848","613,279","597,869","651,888","827,859","854,021","200,264","883,872","717,912","774,869","867,336","889,770","943,761","1,068,881","1,250,884","1,360,042","1,378,862","1,575,599","1,790,768","3,474,871","3,516,416","3,484,163","3,517,454","3,842,708","3,909,556","4,360,000","4,085,000","4,062,000","2,782,000","2,752,000","2,780,000","3,047,000","3,295,000","3,414,000","3,236,000","3,835,000","4,084,000","4,133,000","4,180,000","4,372,000","4,820,000","4,822,000","4,658,000","4,532,000","4,294,000","4,252,000","4,679,000","4,891,000","5,122,000","5,387,000","5,659,000"
015,Department of the Treasury,45,Internal Revenue Service,0913,Enforcement,20,803,Central fiscal operations,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"75,000","20,000",0,"10,000","47,000","32,000","19,000",0,"63,000","6,000",0,"6,000","13,000","2,000",0,0,0,0,0,0,0,0,0,0,0
015,Department of the Treasury,45,Internal Revenue Service,0914,"Investigation, collection, and taxpayer service",20,803,Central fiscal operations,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"436,288","437,434","518,833","561,934","642,953","817,133","1,018,711","1,054,544","1,081,378","1,162,379","1,421,961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
015,Department of the Treasury,45,Internal Revenue Service,0917,Earned income tax credit compliance initiative,20,803,Central fiscal operations,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110,000","131,000","135,000","146,000","151,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
015,Department of the Treasury,45,Internal Revenue Service,0919,Operations Support,20,803,Central fiscal operations,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"692,295","1,065,335","1,226,220","1,301,679","1,563,000","1,432,000","1,255,000","1,363,000","1,817,000","1,642,000","1,463,000","1,709,000","1,593,000","1,635,000","1,374,000","1,609,000","3,328,000","3,778,000","3,777,000","3,913,000","4,036,000","4,001,000","3,985,000","4,008,000","3,895,000","4,862,000","5,046,000","5,291,000","5,542,000","5,804,000"
015,Department of the Treasury,45,Internal Revenue Service,0919,Operations Support,20,803,Central fiscal operations,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,000","37,000","33,000","6,000",0,"113,000","19,000","65,000","81,000","1,000","32,000",0,0,0,0,0,0,0,0,0,0
015,Department of the Treasury,45,Internal Revenue Service,0920,Health insurance supplement to earned income credit,20,551,Health care services,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"418,000","649,820","773,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
015,Department of the Treasury,45,Internal Revenue Service,0921,Business Systems Modernization,20,803,Central fiscal operations,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000","76,000","231,000","321,000","375,000","392,000","246,000","225,000","256,000","260,000","232,000","231,000","321,000","357,000","287,000","255,000","283,000","316,000","369,000","384,000","394,000","398,000"
015,Department of the Treasury,45,Internal Revenue Service,0922,Payment Where Child Tax Credit Exceeds Liability for Tax,20,609,Other income security,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"445,000","809,000","982,000","5,060,000","6,435,000","8,857,000","14,624,000","15,473,000","16,159,000","34,019,000","24,284,000","22,659,000","22,691,000","22,106,000","21,608,000","21,490,000","21,511,000","22,434,000","23,336,000","23,446,000","23,524,000","23,561,000"
015,Department of the Treasury,45,Internal Revenue Service,0923,Payment Where Health Coverage Tax Credit Exceeds Liability for Tax,20,551,Health care services,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,000","82,000","90,000","94,000","102,000","97,000","113,000","205,000","185,000","131,000","121,000","23,000","1,000","1,000",0,0,0,0
015,Department of the Treasury,45,Internal Revenue Service,0928,Health Insurance Tax Credit Administration,20,803,Central fiscal operations,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32,000","46,000","23,000","19,000","18,000","18,000","28,000","61,000","42,000","5,000",0,0,0,0,0,0,0,0
015,Department of the Treasury,45,Internal Revenue Service,0929,Payment Where Alternative Minimum Tax Credit Exceeds Liability for Tax,20,609,Other income security,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"711,000","1,034,000","458,000","205,000","169,000","67,000","45,000","20,000","5,000",0,0,0
015,Department of the Treasury,45,Internal Revenue Service,0930,Payment Where Tax Credit to Aid First-Time Homebuyers Exceeds Liability for Tax,20,604,Housing assistance,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,386,000","8,668,000","2,185,000","51,000","17,000",0,0,0,0,0,0,0
015,Department of the Treasury,45,Internal Revenue Service,0931,Payment Where Certain Tax Credits Exceed Liability for Corporate Tax,20,376,Other advancement of commerce,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,000","86,000","65,000","101,000","190,000","39,000","130,000","40,000",0,0,0,0
015,Department of the Treasury,45,Internal Revenue Service,0932,Payment Where American Opportunity Credit Exceeds Liability for Tax,20,502,Higher education,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,851,000","5,604,000","5,549,000","4,041,000","4,244,000","4,295,000","4,356,000","6,269,000","9,298,000","9,324,000","9,416,000"
015,Department of the Treasury,45,Internal Revenue Service,0933,Payment Where Making Work Pay Credit Exceeds Liability for Tax,20,609,Other income security,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"663,000","13,694,000","13,905,000","253,000","-11,000",0,0,0,0,0,0,0
015,Department of the Treasury,45,Internal Revenue Service,0935,"Build America Bond Payments, Recovery Act",20,806,General purpose fiscal assistance,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,000",0,0,"3,749,000","3,899,000","3,597,000","3,890,000","4,191,000","4,191,000","4,191,000","4,191,000","4,191,000"
015,Department of the Treasury,45,Internal Revenue Service,0935,"Build America Bond Payments, Recovery Act",20,806,General purpose fiscal assistance,Mandatory,Grant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,376,000","3,597,000",0,0,0,0,0,0,0,0,0
015,Department of the Treasury,45,Internal Revenue Service,0936,Payment Where COBRA Credit Exceeds Liability for Tax,20,551,Health care services,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"313,000","3,857,000","2,191,000","192,000","30,000",0,0,0,0,0,0,0
015,Department of the Treasury,45,Internal Revenue Service,0942,Payment Where Tax Credit for Certain Government Retirees Exceeds Liability for Tax,20,602,Federal employee retirement and disability,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"46,000","1,000","-1,000",0,0,0,0,0,0,0,0
015,Department of the Treasury,45,Internal Revenue Service,0945,Payment to Issuer of Qualified Zone Academy Bonds,20,501,"Elementary, secondary, and vocational education",Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,000","40,000","51,000","55,000","49,000","53,000","53,000","53,000","53,000","53,000"
015,Department of the Treasury,45,Internal Revenue Service,0946,Payment to Issuer of Qualified School Construction Bonds,20,501,"Elementary, secondary, and vocational education",Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"349,000","634,000","699,000","621,000","606,000","660,000","660,000","660,000","660,000","660,000"
